question_ref,id,answer,timestamp,user_id,necessary,validity,map_count,question_text,spatial_relationship,noinfo_reason,expected_answer,count
q_4026,1256,Cronin Capital Claim,8/8/25 17:32,41,,Can be answered,Multi,"On the 'Arizona Lithium Corp Claims Map' dated August 2022, what alternative name or designation is used to represent 'Rhodes Marsh Lithium Brine Project' claim location?",Equal,,Cronin Capital Claims,3
q_4026,1257,Cronin Capital Claims,8/8/25 18:59,42,,Can be answered,Multi,"On the 'Arizona Lithium Corp Claims Map' dated August 2022, what alternative name or designation is used to represent 'Rhodes Marsh Lithium Brine Project' claim location?",Equal,,Cronin Capital Claims,3
q_4029,1264,0.7kilometres,8/7/25 21:16,40,,Can be answered,Single,What is the shortest straight-line distance from the 'Lookout' B.C. Minfile Occurrence to the Green Mountain Property tenure?,Distance,,0.7 km,3
q_4029,1265,0.5km,8/8/25 17:32,41,,Can be answered,Single,What is the shortest straight-line distance from the 'Lookout' B.C. Minfile Occurrence to the Green Mountain Property tenure?,Distance,,0.7 km,3
q_4029,1266,0.5kilometers,8/8/25 18:59,42,,Can be answered,Single,What is the shortest straight-line distance from the 'Lookout' B.C. Minfile Occurrence to the Green Mountain Property tenure?,Distance,,0.7 km,3
q_5001,1270,Northern Lakes and Forests,8/16/25 18:44,43,"",Can be answered,Multi,Identify the portion of the area above Lake Michigan that is classified as USACE Regulatory Boundary District Detroit. What is the Level III Ecological Region of this area?,Equal,"",Northern Lakes and Forests,3
q_5001,1271,Northern Lakes and Forests,8/18/25 19:41,44,"",Can be answered,Multi,Identify the portion of the area above Lake Michigan that is classified as USACE Regulatory Boundary District Detroit. What is the Level III Ecological Region of this area?,Equal,"",Northern Lakes and Forests,3
q_5001,1272,Northern Lakes and Forests,8/24/25 20:48,45,"",Can be answered,Multi,Identify the portion of the area above Lake Michigan that is classified as USACE Regulatory Boundary District Detroit. What is the Level III Ecological Region of this area?,Equal,"",Northern Lakes and Forests,3
q_5004,1279,1,8/16/25 18:44,43,"",Can be answered,Multi,How many Mineral Deposits are located within the 'Prospecting License' region of Sona Hill deposit?,Within,"",1,3
q_5004,1280,1,8/18/25 19:41,44,"",Can be answered,Multi,How many Mineral Deposits are located within the 'Prospecting License' region of Sona Hill deposit?,Within,"",1,3
q_5004,1281,1,8/24/25 20:48,45,"",Can be answered,Multi,How many Mineral Deposits are located within the 'Prospecting License' region of Sona Hill deposit?,Within,"",1,3
q_5005,1282,6,8/16/25 18:44,43,,Can be answered,Single,How many RTX diamond Drillholes are located within the High Tide Resource Corp. mineral license area but outside the boundaries of the Mineral Resource Optimized Pit Shell?,Within,,6,3
q_5005,1283,6,8/18/25 19:41,44,,Can be answered,Single,How many RTX diamond Drillholes are located within the High Tide Resource Corp. mineral license area but outside the boundaries of the Mineral Resource Optimized Pit Shell?,Within,,6,3
q_5005,1284,6,8/24/25 20:48,45,,Can be answered,Single,How many RTX diamond Drillholes are located within the High Tide Resource Corp. mineral license area but outside the boundaries of the Mineral Resource Optimized Pit Shell?,Within,,6,3
q_5009,1294,1500m,8/16/25 18:44,43,,Can be answered,Single,"Identify the westmost and eastmost 2015 drill holes, and estimate the horizontal distance between them.",Distance,,1500 m,3
q_5009,1295,1500m,8/18/25 19:41,44,,Can be answered,Single,"Identify the westmost and eastmost 2015 drill holes, and estimate the horizontal distance between them.",Distance,,1500 m,3
q_5009,1296,1500 m,8/24/25 20:48,45,,Can be answered,Single,"Identify the westmost and eastmost 2015 drill holes, and estimate the horizontal distance between them.",Distance,,1500 m,3
q_5012,1303,Guadalupe de los Reyes,8/16/25 18:44,43,"",Can be answered,Single,Which 'Urban & Rural Areas' are completely within the boundary of Los Reyes property?,Within,"",Guadalupe de los Reyes,3
q_5012,1304,Guadalupe de los Reyes,8/18/25 19:41,44,"",Can be answered,Single,Which 'Urban & Rural Areas' are completely within the boundary of Los Reyes property?,Within,"",Guadalupe de los Reyes,3
q_5012,1305,Guadalupe de los Reyes,8/24/25 20:48,45,"",Can be answered,Single,Which 'Urban & Rural Areas' are completely within the boundary of Los Reyes property?,Within,"",Guadalupe de los Reyes,3
q_5015,1312,Huascar,8/16/25 18:44,43,"",Can be answered,Single,Which 'Area excluded from the MPC' shares a boundary with the 'MPC area'?,Border,"",Huascar,3
q_5015,1313,Huascar,8/18/25 19:41,44,"",Can be answered,Single,Which 'Area excluded from the MPC' shares a boundary with the 'MPC area'?,Border,"",Huascar,3
q_5015,1314,Huascar,8/24/25 20:48,45,"",Can be answered,Single,Which 'Area excluded from the MPC' shares a boundary with the 'MPC area'?,Border,"",Huascar,3
q_5016,1315,2607725; 2607229; 2607230; 2607226; 2607227; 2607228,8/16/25 18:44,43,,Can be answered,Single,Which 'Logan REE Claims' share a border with the 'Restrictions - Staking Prohibited' area? List the Claim IDs.,Border,,2607225; 2607230; 2607229; 2607226; 2607227; 2607228,3
q_5016,1316,2607725; 2607229; 2607230; 2607226; 2607227; 2607228,8/18/25 19:41,44,,Can be answered,Single,Which 'Logan REE Claims' share a border with the 'Restrictions - Staking Prohibited' area? List the Claim IDs.,Border,,2607225; 2607230; 2607229; 2607226; 2607227; 2607228,3
q_5016,1317,2607725; 2607729; 2607230; 2607226; 2607227; 2607228,8/24/25 20:48,45,,Can be answered,Single,Which 'Logan REE Claims' share a border with the 'Restrictions - Staking Prohibited' area? List the Claim IDs.,Border,,2607225; 2607230; 2607229; 2607226; 2607227; 2607228,3
q_5017,1318,Lac Erasme,8/16/25 18:44,43,,Can be answered,Single,Identify 'Grid F' Fixed-loop EM Grids within the Eastmain property. What is the name of the mineral occurrence within Grid F located farthest from the Mine trend?,Distance,,Lac Erasme,3
q_5017,1319,Lac Erasme,8/18/25 19:41,44,,Can be answered,Single,Identify 'Grid F' Fixed-loop EM Grids within the Eastmain property. What is the name of the mineral occurrence within Grid F located farthest from the Mine trend?,Distance,,Lac Erasme,3
q_5017,1320,Lac Erasme,8/24/25 20:48,45,,Can be answered,Single,Identify 'Grid F' Fixed-loop EM Grids within the Eastmain property. What is the name of the mineral occurrence within Grid F located farthest from the Mine trend?,Distance,,Lac Erasme,3
q_5021,1330,GREAT DIVIDE BASIN,8/16/25 18:44,43,"",Can be answered,Single,In which URANIUM MINING DISTRICT is 'Cyclone Rim Project' situated?,Within,"",Great Divide Basin,3
q_5021,1331,GREAT DIVIDE BASIN,8/18/25 19:41,44,"",Can be answered,Single,In which URANIUM MINING DISTRICT is 'Cyclone Rim Project' situated?,Within,"",Great Divide Basin,3
q_5021,1332,GREAT DIVIDE BASIN,8/24/25 20:48,45,"",Can be answered,Single,In which URANIUM MINING DISTRICT is 'Cyclone Rim Project' situated?,Within,"",Great Divide Basin,3
q_5022,1333,BERENGUELA 04-09,8/16/25 18:44,43,"",Can be answered,Multi,"Each Concessions area is associated with a unique code (e.g., Berenguela 03-18). In which concession area is 'Hacienda Andamarca' located within? Give the code of the area.",Within,"",Berenguela 04-09,3
q_5022,1334,BERENGUELA 04-09,8/18/25 19:41,44,"",Can be answered,Multi,"Each Concessions area is associated with a unique code (e.g., Berenguela 03-18). In which concession area is 'Hacienda Andamarca' located within? Give the code of the area.",Within,"",Berenguela 04-09,3
q_5022,1335,BERENGUELA 04-09,8/24/25 20:48,45,"",Can be answered,Multi,"Each Concessions area is associated with a unique code (e.g., Berenguela 03-18). In which concession area is 'Hacienda Andamarca' located within? Give the code of the area.",Within,"",Berenguela 04-09,3
q_5023,1336,5,8/16/25 18:44,43,"",Can be answered,Multi,"We will refer each divided area within El Zancudo Mining Property as concession blocks (e.g., HDWA-02). How many 'Collars El Zancudo Project' lies on the boundary between any two concession blocks?",Intersect,"",5,3
q_5023,1337,5,8/18/25 19:41,44,"",Can be answered,Multi,"We will refer each divided area within El Zancudo Mining Property as concession blocks (e.g., HDWA-02). How many 'Collars El Zancudo Project' lies on the boundary between any two concession blocks?",Intersect,"",5,3
q_5023,1338,5,8/24/25 20:48,45,"",Can be answered,Multi,"We will refer each divided area within El Zancudo Mining Property as concession blocks (e.g., HDWA-02). How many 'Collars El Zancudo Project' lies on the boundary between any two concession blocks?",Intersect,"",5,3
q_5027,1348,None,8/16/25 18:44,43,,Map doesn't contain information to answer the question,Single,Identify the southernmost 'Diamond Drill Hole -Historical'. What is the distance between this point to the 'Radon Lake Radon-in-water Anomaly' point.,Distance,,5 km,3
q_5027,1349,5km,8/18/25 19:41,44,,Can be answered,Single,Identify the southernmost 'Diamond Drill Hole -Historical'. What is the distance between this point to the 'Radon Lake Radon-in-water Anomaly' point.,Distance,,5 km,3
q_5027,1350,5km,8/24/25 20:48,45,,Can be answered,Single,Identify the southernmost 'Diamond Drill Hole -Historical'. What is the distance between this point to the 'Radon Lake Radon-in-water Anomaly' point.,Distance,,5 km,3
q_5028,1351,South West,8/16/25 18:44,43,"",Can be answered,Single,What is the orientation of the 'Main Offices' with respect to the 'Eagle N3 Phases 1-4'?,Orientation,"",South West,3
q_5028,1352,South West,8/18/25 19:41,44,"",Can be answered,Single,What is the orientation of the 'Main Offices' with respect to the 'Eagle N3 Phases 1-4'?,Orientation,"",South West,3
q_5028,1353,South West,8/24/25 20:48,45,"",Can be answered,Single,What is the orientation of the 'Main Offices' with respect to the 'Eagle N3 Phases 1-4'?,Orientation,"",South West,3
q_5029,1354,None,8/16/25 18:44,43,,Map doesn't contain information to answer the question,Single,What is the length of the shared boundary between the 'NANA–Ambler Metals Area of Interest' and the 'Ambler State Mining Claim Group'?,Distance,,21 km,3
q_5029,1355,25km,8/18/25 19:41,44,,Can be answered,Single,What is the length of the shared boundary between the 'NANA–Ambler Metals Area of Interest' and the 'Ambler State Mining Claim Group'?,Distance,,21 km,3
q_5029,1356,22.5 kilometers,8/24/25 20:48,45,,Can be answered,Single,What is the length of the shared boundary between the 'NANA–Ambler Metals Area of Interest' and the 'Ambler State Mining Claim Group'?,Distance,,21 km,3
q_5030,1357,North East,8/16/25 18:44,43,,Can be answered,Single,"Within Area 1 SAB Boundary, what is the orientation of 'Up-to Mid‑rise Load Level' in relation to 'Up-to High-rise Load Level'?",Orientation,,East,3
q_5030,1358,East,8/18/25 19:41,44,,Can be answered,Single,"Within Area 1 SAB Boundary, what is the orientation of 'Up-to Mid‑rise Load Level' in relation to 'Up-to High-rise Load Level'?",Orientation,,East,3
q_5030,1359,East,8/24/25 20:48,45,,Can be answered,Single,"Within Area 1 SAB Boundary, what is the orientation of 'Up-to Mid‑rise Load Level' in relation to 'Up-to High-rise Load Level'?",Orientation,,East,3
q_6001,1360,S-110271,8/18/2025 21:49:49,46,"",Can be answered,Single,"A claim block is each area within Red Willow Project associated with a S-# code (e.g., S-112024). Which claim block of Red Willow Project is located southernmost.",Within,"",S-110271,3
q_6001,1361,S-110271,8/24/2025 20:01:51,47,"",Can be answered,Single,"A claim block is each area within Red Willow Project associated with a S-# code (e.g., S-112024). Which claim block of Red Willow Project is located southernmost.",Within,"",S-110271,3
q_6001,1362,S-110271,8/11/2025 1:37:44,48,"",Can be answered,Single,"A claim block is each area within Red Willow Project associated with a S-# code (e.g., S-112024). Which claim block of Red Willow Project is located southernmost.",Within,"",S-110271,3
q_6002,1363,0.2 miles,8/18/25 21:49,46,,Can be answered,Single,"For the City of New Haven Inland and Coastal Flood Resiliency Project, what is the shortest distance between the 'Proposed Living Shoreline' and the 'Proposed 10 ft Diameter Pipeline'?",Distance,,0.18 mile,3
q_6002,1364,0.2 miles,8/24/25 20:01,47,,Can be answered,Single,"For the City of New Haven Inland and Coastal Flood Resiliency Project, what is the shortest distance between the 'Proposed Living Shoreline' and the 'Proposed 10 ft Diameter Pipeline'?",Distance,,0.18 mile,3
q_6002,1365,0.3 Miles,8/11/25 1:37,48,,Can be answered,Single,"For the City of New Haven Inland and Coastal Flood Resiliency Project, what is the shortest distance between the 'Proposed Living Shoreline' and the 'Proposed 10 ft Diameter Pipeline'?",Distance,,0.18 mile,3
q_6005,1372,OSP22-08; OSP22-09,8/18/25 21:49,46,,Can be answered,Single,"Which Drill Hole(s) are located closest to the 'Graphitic/Pyritic Gneiss' in the Red Willow Osprey Zone? If one point is labeled with multiple OSP codes, give all OSP codes associated with that point.",Distance,,OSP22-08; OSP22-09,3
q_6005,1373,OSP22-08; OSP22-09,8/24/25 20:01,47,,Can be answered,Single,"Which Drill Hole(s) are located closest to the 'Graphitic/Pyritic Gneiss' in the Red Willow Osprey Zone? If one point is labeled with multiple OSP codes, give all OSP codes associated with that point.",Distance,,OSP22-08; OSP22-09,3
q_6005,1374,OSP22-08; OSP22-09,8/11/25 1:37,48,,Can be answered,Single,"Which Drill Hole(s) are located closest to the 'Graphitic/Pyritic Gneiss' in the Red Willow Osprey Zone? If one point is labeled with multiple OSP codes, give all OSP codes associated with that point.",Distance,,OSP22-08; OSP22-09,3
q_6006,1375,5,8/18/2025 21:49:49,46,"",Can be answered,Single,How many 'Diamond Drill Holes' are located outside the 'Exploration Target' areas of the Fremont Gold Project?,Within,"",5,3
q_6006,1376,5,8/24/2025 20:01:51,47,"",Can be answered,Single,How many 'Diamond Drill Holes' are located outside the 'Exploration Target' areas of the Fremont Gold Project?,Within,"",5,3
q_6006,1377,5,8/11/2025 1:37:44,48,"",Can be answered,Single,How many 'Diamond Drill Holes' are located outside the 'Exploration Target' areas of the Fremont Gold Project?,Within,"",5,3
q_6008,1381,Aluvial Deposits,8/18/25 21:49,46,,Can be answered,Multi,Which Lithology is Claims area 'WM‑506' located within at the Wind Mountain Project?,Equal,,Alluvial Deposits,3
q_6008,1382,Aluvial Deposits,8/24/25 20:01,47,,Can be answered,Multi,Which Lithology is Claims area 'WM‑506' located within at the Wind Mountain Project?,Equal,,Alluvial Deposits,3
q_6008,1383,Aluvial Deposits,8/11/25 1:37,48,,Can be answered,Multi,Which Lithology is Claims area 'WM‑506' located within at the Wind Mountain Project?,Equal,,Alluvial Deposits,3
q_6009,1384,LAGUNILLAS 08-04,8/18/25 21:49,46,,Can be answered,Single,"Each Concessions block and Claims 2022 blocks are associated with a unique name (e.g., Berenguela05-09). The western border of 'CIRA Area' is closest to the border of which Concessions block?",Distance,,Lagunillas 08-04,3
q_6009,1385,LAGUNILLAS 08-04,8/24/25 20:01,47,,Can be answered,Single,"Each Concessions block and Claims 2022 blocks are associated with a unique name (e.g., Berenguela05-09). The western border of 'CIRA Area' is closest to the border of which Concessions block?",Distance,,Lagunillas 08-04,3
q_6009,1386,LAGUNILLAS 08-04,8/11/25 1:37,48,,Can be answered,Single,"Each Concessions block and Claims 2022 blocks are associated with a unique name (e.g., Berenguela05-09). The western border of 'CIRA Area' is closest to the border of which Concessions block?",Distance,,Lagunillas 08-04,3
q_6011,1390,MCA Cell 1,8/18/2025 21:49:49,46,"",Can be answered,Multi,"In the Lake Lery Marsh Creation and Rim Restoration Project (Phase III), within which MCA Cell is the 60-foot boring point SB60-09 located? Give the answer in form 'MCA Cell #'.",Within,"",MCA Cell 1,3
q_6011,1391,MCA Cell 1,8/24/2025 20:01:51,47,"",Can be answered,Multi,"In the Lake Lery Marsh Creation and Rim Restoration Project (Phase III), within which MCA Cell is the 60-foot boring point SB60-09 located? Give the answer in form 'MCA Cell #'.",Within,"",MCA Cell 1,3
q_6011,1392,MCA Cell 1,8/11/2025 1:37:44,48,"",Can be answered,Multi,"In the Lake Lery Marsh Creation and Rim Restoration Project (Phase III), within which MCA Cell is the 60-foot boring point SB60-09 located? Give the answer in form 'MCA Cell #'.",Within,"",MCA Cell 1,3
q_6013,1396,SCIF,8/18/25 21:49,46,,Can be answered,Multi,Identify the '1989 Trench' line that crosses the 'Outline of the 2012 Historic MRE block Model' at the Knob Lake property? Which '1972 Geologic Map Formation's are intersected by this line.,Intersect,,SCIF; LIF,3
q_6013,1397,SCIF; LIF,8/24/25 20:01,47,,Can be answered,Multi,Identify the '1989 Trench' line that crosses the 'Outline of the 2012 Historic MRE block Model' at the Knob Lake property? Which '1972 Geologic Map Formation's are intersected by this line.,Intersect,,SCIF; LIF,3
q_6013,1398,SCIF; LIF,8/11/25 1:37,48,,Can be answered,Multi,Identify the '1989 Trench' line that crosses the 'Outline of the 2012 Historic MRE block Model' at the Knob Lake property? Which '1972 Geologic Map Formation's are intersected by this line.,Intersect,,SCIF; LIF,3
q_6015,1402,South East,8/18/25 21:49,46,,Can be answered,Single,"Identify the 'Proposed Ditch Towards TMF1' originating from Proposed Sump Pump. Which orientation is this arrowed line pointing towards, as shown in the infrastructure layout provided by Osisko?",Orientation,,South East,3
q_6015,1403,South East,8/24/25 20:01,47,,Can be answered,Single,"Identify the 'Proposed Ditch Towards TMF1' originating from Proposed Sump Pump. Which orientation is this arrowed line pointing towards, as shown in the infrastructure layout provided by Osisko?",Orientation,,South East,3
q_6015,1404,South East,8/11/25 1:37,48,,Can be answered,Single,"Identify the 'Proposed Ditch Towards TMF1' originating from Proposed Sump Pump. Which orientation is this arrowed line pointing towards, as shown in the infrastructure layout provided by Osisko?",Orientation,,South East,3
q_6018,1411,Deep Min Deposit,8/18/2025 21:49:49,46,"",Can be answered,Single,Which 'deposits' overlaps with the boundary of the 'heap leach pads' at the Wind Mountain Project?,Intersect,"",Deep Min deposit,3
q_6018,1412,Deep Min deposit,8/24/2025 20:01:51,47,"",Can be answered,Single,Which 'deposits' overlaps with the boundary of the 'heap leach pads' at the Wind Mountain Project?,Intersect,"",Deep Min deposit,3
q_6018,1413,Deep Min deposit,8/11/2025 1:37:44,48,"",Can be answered,Single,Which 'deposits' overlaps with the boundary of the 'heap leach pads' at the Wind Mountain Project?,Intersect,"",Deep Min deposit,3
q_6022,1423,Developed Area,8/18/25 21:49,46,,Can be answered,Multi,"Within the Los Luceros Fire Mitigation project, under which 'Project Area Classifications' does the 'River House' fall under?",Within,,Developed Area,3
q_6022,1424,Developed Area,8/24/25 20:01,47,,Can be answered,Multi,"Within the Los Luceros Fire Mitigation project, under which 'Project Area Classifications' does the 'River House' fall under?",Within,,Developed Area,3
q_6022,1425,Developed Area,8/11/25 1:37,48,,Can be answered,Multi,"Within the Los Luceros Fire Mitigation project, under which 'Project Area Classifications' does the 'River House' fall under?",Within,,Developed Area,3
q_6024,1429,2,8/18/25 21:49,46,,Can be answered,Multi,"Within the Windfall Project, what is the NSR percentage of Osisko Gold Royalties for the area with the most '2010-2014 (Eagle Hill)' Historical Drill Hole? Give just the number.",Equal,,2,3
q_6024,1430,2,8/24/25 20:01,47,,Can be answered,Multi,"Within the Windfall Project, what is the NSR percentage of Osisko Gold Royalties for the area with the most '2010-2014 (Eagle Hill)' Historical Drill Hole? Give just the number.",Equal,,2,3
q_6024,1431,2,8/11/25 1:37,48,,Can be answered,Multi,"Within the Windfall Project, what is the NSR percentage of Osisko Gold Royalties for the area with the most '2010-2014 (Eagle Hill)' Historical Drill Hole? Give just the number.",Equal,,2,3
q_6027,1438,Roberto Verde,8/18/25 21:49,46,,Can be answered,Single,"In the map image by Oroco, which 'Concessions' does the 'Property access' line have the second longest crossing distance?",Intersect,,Roberto Verde 149672,3
q_6027,1439,Roberto Verde,8/24/25 20:01,47,,Can be answered,Single,"In the map image by Oroco, which 'Concessions' does the 'Property access' line have the second longest crossing distance?",Intersect,,Roberto Verde 149672,3
q_6027,1440,Roberto Verde,8/11/25 1:37,48,,Can be answered,Single,"In the map image by Oroco, which 'Concessions' does the 'Property access' line have the second longest crossing distance?",Intersect,,Roberto Verde 149672,3
q_6030,1447,2,8/18/25 21:49,46,,Can be answered,Single,How many wells are located within the 'State Mining Lease' but outside the 'Resource Boundary' of Florence Copper?,Within,,2,3
q_6030,1448,2,8/24/25 20:01,47,,Can be answered,Single,How many wells are located within the 'State Mining Lease' but outside the 'Resource Boundary' of Florence Copper?,Within,,2,3
q_6030,1449,2,8/11/25 1:37,48,,Can be answered,Single,How many wells are located within the 'State Mining Lease' but outside the 'Resource Boundary' of Florence Copper?,Within,,2,3
q_7001,1450,2454254,8/16/2025 13:36:08,50,"",Can be answered,Multi,"Within Galloway property are multiple blocks associated with a unique number (e.g., 2450989). What is the block number in which mineralized body Lac Sanies Zone Ouert (Bedard) lies in?",Within,"",2454254,3
q_7001,1451,2454254,8/18/2025 20:58:08,51,"",Can be answered,Multi,"Within Galloway property are multiple blocks associated with a unique number (e.g., 2450989). What is the block number in which mineralized body Lac Sanies Zone Ouert (Bedard) lies in?",Within,"",2454254,3
q_7001,1452,2454254,8/27/2025 23:59:09,52,"",Can be answered,Multi,"Within Galloway property are multiple blocks associated with a unique number (e.g., 2450989). What is the block number in which mineralized body Lac Sanies Zone Ouert (Bedard) lies in?",Within,"",2454254,3
q_7004,1459,750 meters,8/16/25 13:36,50,,Can be answered,Single,"In Sudbury, what is the shortest straight-line distance between the 'Mining Claims S 470253' and the nearest 'Freehold Property'?",Distance,,525 m,3
q_7004,1460,600 meters,8/18/25 20:58,51,,Can be answered,Single,"In Sudbury, what is the shortest straight-line distance between the 'Mining Claims S 470253' and the nearest 'Freehold Property'?",Distance,,525 m,3
q_7004,1461,750 meters,8/27/25 23:59,52,,Can be answered,Single,"In Sudbury, what is the shortest straight-line distance between the 'Mining Claims S 470253' and the nearest 'Freehold Property'?",Distance,,525 m,3
q_7005,1462,Nucleo Agrario SAN ANTONIO DEL CERRO,8/16/25 13:36,50,,Can be answered,Single,Which community boundary surrounds majority of 'Claim: El Eden'?,Within,,Nucleo Agrario: SAN ANTONIO DEl CERRO,3
q_7005,1463,Nucleo Agrario SAN ANTONIO DEL CERRO,8/18/25 20:58,51,,Can be answered,Single,Which community boundary surrounds majority of 'Claim: El Eden'?,Within,,Nucleo Agrario: SAN ANTONIO DEl CERRO,3
q_7005,1464,Nucleo Agrario SAN ANTONIO DEL CERRO,8/27/25 23:59,52,,Can be answered,Single,Which community boundary surrounds majority of 'Claim: El Eden'?,Within,,Nucleo Agrario: SAN ANTONIO DEl CERRO,3
q_7006,1465,West,8/16/25 13:36,50,,Can be answered,Multi,"In the North Chicago Storm Sewer Project, what is the orientation of the 'Shorecrest Estates Pond/Bittersweet Avenue Improvements' in relation to 'Wetland 6'?",Orientation,,West,3
q_7006,1466,West,8/18/25 20:58,51,,Can be answered,Multi,"In the North Chicago Storm Sewer Project, what is the orientation of the 'Shorecrest Estates Pond/Bittersweet Avenue Improvements' in relation to 'Wetland 6'?",Orientation,,West,3
q_7006,1467,West,8/27/25 23:59,52,,Can be answered,Multi,"In the North Chicago Storm Sewer Project, what is the orientation of the 'Shorecrest Estates Pond/Bittersweet Avenue Improvements' in relation to 'Wetland 6'?",Orientation,,West,3
q_7009,1474,466150; 466340; 466151,8/16/2025 13:36:08,50,"",Can be answered,Single,Which rock samples were collected along the 'Access Trails' on the St. Anthony Property in 2020?,Intersect,"",466151; 466340; 466150,3
q_7009,1475,466151;466340;466150,8/18/2025 20:58:08,51,"",Can be answered,Single,Which rock samples were collected along the 'Access Trails' on the St. Anthony Property in 2020?,Intersect,"",466151; 466340; 466150,3
q_7009,1476,466151; 466340; 466150,8/27/2025 23:59:09,52,"",Can be answered,Single,Which rock samples were collected along the 'Access Trails' on the St. Anthony Property in 2020?,Intersect,"",466151; 466340; 466150,3
q_7011,1480,3,8/16/2025 13:36:08,50,"",Can be answered,Single,How many 'Twinned RC Hole - 2013' are located within the 'Pine Tree/Josephine Mineralized Zones'?,Within,"",3,3
q_7011,1481,3,8/18/2025 20:58:08,51,"",Can be answered,Single,How many 'Twinned RC Hole - 2013' are located within the 'Pine Tree/Josephine Mineralized Zones'?,Within,"",3,3
q_7011,1482,3,8/27/2025 23:59:09,52,"",Can be answered,Single,How many 'Twinned RC Hole - 2013' are located within the 'Pine Tree/Josephine Mineralized Zones'?,Within,"",3,3
q_7013,1486,70km,8/16/25 13:36,50,,Can be answered,Multi,Identify the southernmost point of 'Rio Sijes Subbasin'. What is the estimated distance between this point and 'Olcapato' meteorological stations?,Distance,,76 km,3
q_7013,1487,60 Km,8/18/25 20:58,51,,Can be answered,Multi,Identify the southernmost point of 'Rio Sijes Subbasin'. What is the estimated distance between this point and 'Olcapato' meteorological stations?,Distance,,76 km,3
q_7013,1488,60 Km,8/27/25 23:59,52,,Can be answered,Multi,Identify the southernmost point of 'Rio Sijes Subbasin'. What is the estimated distance between this point and 'Olcapato' meteorological stations?,Distance,,76 km,3
q_7014,1489,Tramposa,8/16/2025 13:36:08,50,"",Can be answered,Single,Which 'Prospects' is located closest to the border of El Eden Claim.,Distance,"",Tramposa,3
q_7014,1490,Tramposa,8/18/2025 20:58:08,51,"",Can be answered,Single,Which 'Prospects' is located closest to the border of El Eden Claim.,Distance,"",Tramposa,3
q_7014,1491,Tramposa,8/27/2025 23:59:09,52,"",Can be answered,Single,Which 'Prospects' is located closest to the border of El Eden Claim.,Distance,"",Tramposa,3
q_7016,1495,CANNING PROSPECT,8/16/2025 13:36:08,50,"",Can be answered,Multi,Which 'Historic Prospects' within the Copper Mountain Uranium area is located closest to the 'Primary Road Travel' line as recorded by Rush Rare Metals Corp?,Distance,"",Canning Prospect,3
q_7016,1496,canning prospect,8/18/2025 20:58:08,51,"",Can be answered,Multi,Which 'Historic Prospects' within the Copper Mountain Uranium area is located closest to the 'Primary Road Travel' line as recorded by Rush Rare Metals Corp?,Distance,"",Canning Prospect,3
q_7016,1497,CANNING PROSPECT,8/27/2025 23:59:09,52,"",Can be answered,Multi,Which 'Historic Prospects' within the Copper Mountain Uranium area is located closest to the 'Primary Road Travel' line as recorded by Rush Rare Metals Corp?,Distance,"",Canning Prospect,3
q_7019,1504,Geant Dormant-SO,8/16/25 13:36,50,,Can be answered,Multi,Which Gold Showing is located on the border of the GEANT DORMANT property?,Intersect,,Géant Dormant-SO,3
q_7019,1505,Geant Dormant-SO,8/18/25 20:58,51,,Can be answered,Multi,Which Gold Showing is located on the border of the GEANT DORMANT property?,Intersect,,Géant Dormant-SO,3
q_7019,1506,Geant Dormant-SO,8/27/25 23:59,52,,Can be answered,Multi,Which Gold Showing is located on the border of the GEANT DORMANT property?,Intersect,,Géant Dormant-SO,3
q_7023,1516,9214,8/16/25 13:36,50,,Can be answered,Single,"Identify the 'Prospective Veins' with a Sample ID (e.g., Lajas Sample 16211) that intersects a  'Applications' tile. What is the silver equivalent grade (# g/t AgEq) of this sample. Give just the number.",Intersect,,9214 g/t,3
q_7023,1517,9214,8/18/25 20:58,51,,Can be answered,Single,"Identify the 'Prospective Veins' with a Sample ID (e.g., Lajas Sample 16211) that intersects a  'Applications' tile. What is the silver equivalent grade (# g/t AgEq) of this sample. Give just the number.",Intersect,,9214 g/t,3
q_7023,1518,"9,214",8/27/25 23:59,52,,Can be answered,Single,"Identify the 'Prospective Veins' with a Sample ID (e.g., Lajas Sample 16211) that intersects a  'Applications' tile. What is the silver equivalent grade (# g/t AgEq) of this sample. Give just the number.",Intersect,,9214 g/t,3
q_7026,1525,ShA; CdA,8/16/2025 13:36:08,50,"",Can be answered,Multi,The soil type is represented with a three-letter alphabet code. What are the soil types of Original Lacache MS Site (Alternative 2)?,Equal,"",ShA; CdA,3
q_7026,1526,ShA; CdA,8/18/2025 20:58:08,51,"",Can be answered,Multi,The soil type is represented with a three-letter alphabet code. What are the soil types of Original Lacache MS Site (Alternative 2)?,Equal,"",ShA; CdA,3
q_7026,1527,ShA; CdA,8/27/2025 23:59:09,52,"",Can be answered,Multi,The soil type is represented with a three-letter alphabet code. What are the soil types of Original Lacache MS Site (Alternative 2)?,Equal,"",ShA; CdA,3
q_7027,1528,Jms,8/16/2025 13:36:08,50,"",Can be answered,Single,"A geology map labels each geologic type with a unique alphabetical code. What is the principle geologic unit code, as labelled on the map, underlying majority of Wood Project Area?",Within,"",JMS,3
q_7027,1529,Jms,8/18/2025 20:58:08,51,"",Can be answered,Single,"A geology map labels each geologic type with a unique alphabetical code. What is the principle geologic unit code, as labelled on the map, underlying majority of Wood Project Area?",Within,"",JMS,3
